NUMBER PREFIX	DESTINATION COUNTRY	DESTINATION PLATFORM
4877458	Poland [POL]	FIXED
4877459	Poland [POL]	FIXED
4877460	Poland [POL]	FIXED
4877461	Poland [POL]	FIXED
4877462	Poland [POL]	FIXED
4877463	Poland [POL]	FIXED
4877464	Poland [POL]	FIXED
4877465	Poland [POL]	FIXED
4877466	Poland [POL]	FIXED
4877467	Poland [POL]	FIXED
4877469	Poland [POL]	FIXED
4877470	Poland [POL]	FIXED
4877471	Poland [POL]	FIXED
4877472	Poland [POL]	FIXED
4877474	Poland [POL]	FIXED
4877475	Poland [POL]	FIXED
4877476	Poland [POL]	FIXED
4877477	Poland [POL]	FIXED
4877478	Poland [POL]	FIXED
4877479	Poland [POL]	FIXED
4877480	Poland [POL]	FIXED
4877481	Poland [POL]	FIXED
4877482	Poland [POL]	FIXED
4877483	Poland [POL]	FIXED
4877484	Poland [POL]	FIXED
4877485	Poland [POL]	FIXED
4877486	Poland [POL]	FIXED
4877487	Poland [POL]	FIXED
4877488	Poland [POL]	FIXED
48774943	Poland [POL]	FIXED
4877541	Poland [POL]	FIXED
4877543	Poland [POL]	FIXED
4877544	Poland [POL]	FIXED
48775450	Poland [POL]	FIXED
48775451	Poland [POL]	FIXED
48775452	Poland [POL]	FIXED
48775453	Poland [POL]	FIXED
48775454	Poland [POL]	FIXED
48775455	Poland [POL]	FIXED
48775456	Poland [POL]	FIXED
48775457	Poland [POL]	FIXED
4877546	Poland [POL]	FIXED
48775470	Poland [POL]	FIXED
48775471	Poland [POL]	FIXED
48775472	Poland [POL]	FIXED
48775479	Poland [POL]	FIXED
48775502	Poland [POL]	FIXED
48775503	Poland [POL]	FIXED
48775504	Poland [POL]	FIXED
48775505	Poland [POL]	FIXED
48775506	Poland [POL]	FIXED
48775507	Poland [POL]	FIXED
48775508	Poland [POL]	FIXED
48775509	Poland [POL]	FIXED
48775511	Poland [POL]	FIXED
48775512	Poland [POL]	FIXED
48775513	Poland [POL]	FIXED
48775514	Poland [POL]	FIXED
48775515	Poland [POL]	FIXED
48775521	Poland [POL]	FIXED
48775531	Poland [POL]	FIXED
48775532	Poland [POL]	FIXED
48775533	Poland [POL]	FIXED
48775534	Poland [POL]	FIXED
48775535	Poland [POL]	FIXED
48775541	Poland [POL]	FIXED
48775542	Poland [POL]	FIXED
48775543	Poland [POL]	FIXED
48775544	Poland [POL]	FIXED
48775545	Poland [POL]	FIXED
48775550	Poland [POL]	FIXED
48775555	Poland [POL]	FIXED
48775556	Poland [POL]	FIXED
48775557	Poland [POL]	FIXED
48775559	Poland [POL]	FIXED
4877577	Poland [POL]	FIXED
48776562	Poland [POL]	FIXED
48776843	Poland [POL]	FIXED
48777000	Poland [POL]	FIXED
48777111	Poland [POL]	FIXED
48777222	Poland [POL]	FIXED
48777333	Poland [POL]	FIXED
48777444	Poland [POL]	FIXED
48777555	Poland [POL]	FIXED
48777666	Poland [POL]	FIXED
48777777	Poland [POL]	FIXED
48777888	Poland [POL]	FIXED
48777999	Poland [POL]	FIXED
4877801	Poland [POL]	FIXED
4877802	Poland [POL]	FIXED
4877803	Poland [POL]	FIXED
4877804	Poland [POL]	FIXED
4877805	Poland [POL]	FIXED
48778871	Poland [POL]	FIXED
48778872	Poland [POL]	FIXED
488	Poland [POL]	MOBILE
48813070	Poland [POL]	FIXED
48813076	Poland [POL]	FIXED
48813077	Poland [POL]	FIXED
48813078	Poland [POL]	FIXED
48813079	Poland [POL]	FIXED
4881311	Poland [POL]	FIXED
48814400	Poland [POL]	FIXED
48814402	Poland [POL]	FIXED
48814403	Poland [POL]	FIXED
48814404	Poland [POL]	FIXED
48814405	Poland [POL]	FIXED
48814406	Poland [POL]	FIXED
48814409	Poland [POL]	FIXED
4881441	Poland [POL]	FIXED
4881442	Poland [POL]	FIXED
4881443	Poland [POL]	FIXED
4881444	Poland [POL]	FIXED
4881445	Poland [POL]	FIXED
4881446	Poland [POL]	FIXED
4881447	Poland [POL]	FIXED
4881448	Poland [POL]	FIXED
4881449	Poland [POL]	FIXED
48814500	Poland [POL]	FIXED
48814501	Poland [POL]	FIXED
48814502	Poland [POL]	FIXED
48814503	Poland [POL]	FIXED
48814504	Poland [POL]	FIXED
48814505	Poland [POL]	FIXED
48814506	Poland [POL]	FIXED
48814515	Poland [POL]	FIXED
48814516	Poland [POL]	FIXED
48814517	Poland [POL]	FIXED
48814518	Poland [POL]	FIXED
48814519	Poland [POL]	FIXED
48814551	Poland [POL]	FIXED
48814552	Poland [POL]	FIXED
48814553	Poland [POL]	FIXED
48814554	Poland [POL]	FIXED
48814555	Poland [POL]	FIXED
48814556	Poland [POL]	FIXED
48814557	Poland [POL]	FIXED
4881459	Poland [POL]	FIXED
4881460	Poland [POL]	FIXED
4881461	Poland [POL]	FIXED
4881462	Poland [POL]	FIXED
4881463	Poland [POL]	FIXED
4881464	Poland [POL]	FIXED
48814661	Poland [POL]	FIXED
48814662	Poland [POL]	FIXED
48814663	Poland [POL]	FIXED
48814664	Poland [POL]	FIXED
48814665	Poland [POL]	FIXED
48814666	Poland [POL]	FIXED
48814667	Poland [POL]	FIXED
48814669	Poland [POL]	FIXED
48814670	Poland [POL]	FIXED
4881468	Poland [POL]	FIXED
4881469	Poland [POL]	FIXED
4881470	Poland [POL]	FIXED
4881471	Poland [POL]	FIXED
48814721	Poland [POL]	FIXED
48814722	Poland [POL]	FIXED
48814723	Poland [POL]	FIXED
48814724	Poland [POL]	FIXED
48814725	Poland [POL]	FIXED
48814726	Poland [POL]	FIXED
48814727	Poland [POL]	FIXED
48814728	Poland [POL]	FIXED
48814730	Poland [POL]	FIXED
48814731	Poland [POL]	FIXED
48814733	Poland [POL]	FIXED
48814734	Poland [POL]	FIXED
48814735	Poland [POL]	FIXED
48814736	Poland [POL]	FIXED
48814737	Poland [POL]	FIXED
48814738	Poland [POL]	FIXED
4881474	Poland [POL]	FIXED
48814750	Poland [POL]	FIXED
48814751	Poland [POL]	FIXED
48814756	Poland [POL]	FIXED
48814759	Poland [POL]	FIXED
48814761	Poland [POL]	FIXED
48814762	Poland [POL]	FIXED
48814763	Poland [POL]	FIXED
48814764	Poland [POL]	FIXED
48814765	Poland [POL]	FIXED
48814766	Poland [POL]	FIXED
48814770	Poland [POL]	FIXED
48814774	Poland [POL]	FIXED
48814776	Poland [POL]	FIXED
48814777	Poland [POL]	FIXED
48814778	Poland [POL]	FIXED
48814779	Poland [POL]	FIXED
48814781	Poland [POL]	FIXED
48814782	Poland [POL]	FIXED
48814783	Poland [POL]	FIXED
48814784	Poland [POL]	FIXED
48814785	Poland [POL]	FIXED
48814790	Poland [POL]	FIXED
48814791	Poland [POL]	FIXED
48814792	Poland [POL]	FIXED
48814793	Poland [POL]	FIXED
48815012	Poland [POL]	FIXED
48815013	Poland [POL]	FIXED
48815014	Poland [POL]	FIXED
48815015	Poland [POL]	FIXED
48815016	Poland [POL]	FIXED
48815017	Poland [POL]	FIXED
48815018	Poland [POL]	FIXED
48815019	Poland [POL]	FIXED
48815020	Poland [POL]	FIXED
48815021	Poland [POL]	FIXED
48815022	Poland [POL]	FIXED
48815023	Poland [POL]	FIXED
48815024	Poland [POL]	FIXED
48815028	Poland [POL]	FIXED
48815029	Poland [POL]	FIXED
48815030	Poland [POL]	FIXED
48815031	Poland [POL]	FIXED
48815032	Poland [POL]	FIXED
48815033	Poland [POL]	FIXED
48815037	Poland [POL]	FIXED
48815038	Poland [POL]	FIXED
48815039	Poland [POL]	FIXED
48815046	Poland [POL]	FIXED
48815047	Poland [POL]	FIXED
48815048	Poland [POL]	FIXED
48815049	Poland [POL]	FIXED
48815111	Poland [POL]	FIXED
48815112	Poland [POL]	FIXED
48815113	Poland [POL]	FIXED
48815115	Poland [POL]	FIXED
48815116	Poland [POL]	FIXED
48815117	Poland [POL]	FIXED
48815118	Poland [POL]	FIXED
48815119	Poland [POL]	FIXED
48815160	Poland [POL]	FIXED
48815161	Poland [POL]	FIXED
48815162	Poland [POL]	FIXED
48815163	Poland [POL]	FIXED
48815164	Poland [POL]	FIXED
48815165	Poland [POL]	FIXED
48815166	Poland [POL]	FIXED
48815167	Poland [POL]	FIXED
48815168	Poland [POL]	FIXED
48815169	Poland [POL]	FIXED
4881517	Poland [POL]	FIXED
48815213	Poland [POL]	FIXED
48815214	Poland [POL]	FIXED
48815215	Poland [POL]	FIXED
48815216	Poland [POL]	FIXED
48815217	Poland [POL]	FIXED
48815218	Poland [POL]	FIXED
48815219	Poland [POL]	FIXED
4881524	Poland [POL]	FIXED
4881525	Poland [POL]	FIXED
4881526	Poland [POL]	FIXED
4881527	Poland [POL]	FIXED
4881528	Poland [POL]	FIXED
4881531	Poland [POL]	FIXED
4881532	Poland [POL]	FIXED
4881533	Poland [POL]	FIXED
4881534	Poland [POL]	FIXED
4881535	Poland [POL]	FIXED
4881536	Poland [POL]	FIXED
4881537	Poland [POL]	FIXED
4881538	Poland [POL]	FIXED
48815610	Poland [POL]	FIXED
48815611	Poland [POL]	FIXED
48815612	Poland [POL]	FIXED
48815613	Poland [POL]	FIXED
48815616	Poland [POL]	FIXED
48814732	Poland [POL]	FIXED
48815614	Poland [POL]	FIXED
48815615	Poland [POL]	FIXED
48815620	Poland [POL]	FIXED
48815621	Poland [POL]	FIXED
48815622	Poland [POL]	FIXED
48815623	Poland [POL]	FIXED
48815624	Poland [POL]	FIXED
48815625	Poland [POL]	FIXED
48815628	Poland [POL]	FIXED
48815629	Poland [POL]	FIXED
48815651	Poland [POL]	FIXED
48815652	Poland [POL]	FIXED
48815653	Poland [POL]	FIXED
48815654	Poland [POL]	FIXED
48815658	Poland [POL]	FIXED
48815659	Poland [POL]	FIXED
4881566	Poland [POL]	FIXED
4881581	Poland [POL]	FIXED
48815820	Poland [POL]	FIXED
48815821	Poland [POL]	FIXED
48815822	Poland [POL]	FIXED
48815823	Poland [POL]	FIXED
4881584	Poland [POL]	FIXED
4881585	Poland [POL]	FIXED
4881710	Poland [POL]	FIXED
4881718	Poland [POL]	FIXED
4881720	Poland [POL]	FIXED
4881721	Poland [POL]	FIXED
4881722	Poland [POL]	FIXED
4881723	Poland [POL]	FIXED
4881724	Poland [POL]	FIXED
4881728	Poland [POL]	FIXED
488174	Poland [POL]	FIXED
4881750	Poland [POL]	FIXED
4881751	Poland [POL]	FIXED
4881752	Poland [POL]	FIXED
4881756	Poland [POL]	FIXED
4881757	Poland [POL]	FIXED
4881759	Poland [POL]	FIXED
48817604	Poland [POL]	FIXED
4881801	Poland [POL]	FIXED
4881802	Poland [POL]	FIXED
4881803	Poland [POL]	FIXED
4881804	Poland [POL]	FIXED
4881805	Poland [POL]	FIXED
48818200	Poland [POL]	FIXED
48818201	Poland [POL]	FIXED
48818202	Poland [POL]	FIXED
48818203	Poland [POL]	FIXED
48818204	Poland [POL]	FIXED
48818205	Poland [POL]	FIXED
48818206	Poland [POL]	FIXED
48818207	Poland [POL]	FIXED
4881821	Poland [POL]	FIXED
48818220	Poland [POL]	FIXED
48818221	Poland [POL]	FIXED
48818222	Poland [POL]	FIXED
48818223	Poland [POL]	FIXED
48818224	Poland [POL]	FIXED
48818225	Poland [POL]	FIXED
48818226	Poland [POL]	FIXED
48818227	Poland [POL]	FIXED
48818230	Poland [POL]	FIXED
48818231	Poland [POL]	FIXED
48818232	Poland [POL]	FIXED
48818233	Poland [POL]	FIXED
48818234	Poland [POL]	FIXED
4881825	Poland [POL]	FIXED
4881826	Poland [POL]	FIXED
48818270	Poland [POL]	FIXED
48818271	Poland [POL]	FIXED
48818272	Poland [POL]	FIXED
48818273	Poland [POL]	FIXED
48818274	Poland [POL]	FIXED
48818275	Poland [POL]	FIXED
48818276	Poland [POL]	FIXED
48818277	Poland [POL]	FIXED
4881828	Poland [POL]	FIXED
48818290	Poland [POL]	FIXED
48818291	Poland [POL]	FIXED
48818292	Poland [POL]	FIXED
48818293	Poland [POL]	FIXED
48818294	Poland [POL]	FIXED
48818295	Poland [POL]	FIXED
4881851	Poland [POL]	FIXED
4881852	Poland [POL]	FIXED
48818541	Poland [POL]	FIXED
48818542	Poland [POL]	FIXED
48818543	Poland [POL]	FIXED
48818544	Poland [POL]	FIXED
48818545	Poland [POL]	FIXED
48818546	Poland [POL]	FIXED
48818547	Poland [POL]	FIXED
48818548	Poland [POL]	FIXED
48818549	Poland [POL]	FIXED
4881855	Poland [POL]	FIXED
4881856	Poland [POL]	FIXED
48818573	Poland [POL]	FIXED
48818574	Poland [POL]	FIXED
48818575	Poland [POL]	FIXED
48818576	Poland [POL]	FIXED
48818577	Poland [POL]	FIXED
48818578	Poland [POL]	FIXED
4881858	Poland [POL]	FIXED
48818591	Poland [POL]	FIXED
48818592	Poland [POL]	FIXED
48818593	Poland [POL]	FIXED
48818594	Poland [POL]	FIXED
48818595	Poland [POL]	FIXED
48818596	Poland [POL]	FIXED
4881865	Poland [POL]	FIXED
48818661	Poland [POL]	FIXED
48818663	Poland [POL]	FIXED
48818664	Poland [POL]	FIXED
48818665	Poland [POL]	FIXED
48818666	Poland [POL]	FIXED
4881880	Poland [POL]	FIXED
48818667	Poland [POL]	FIXED
48818668	Poland [POL]	FIXED
48818669	Poland [POL]	FIXED
4881881	Poland [POL]	FIXED
4881882	Poland [POL]	FIXED
4881883	Poland [POL]	FIXED
48818840	Poland [POL]	FIXED
48818841	Poland [POL]	FIXED
48818842	Poland [POL]	FIXED
48818843	Poland [POL]	FIXED
48818844	Poland [POL]	FIXED
48818845	Poland [POL]	FIXED
48818846	Poland [POL]	FIXED
4881886	Poland [POL]	FIXED
4881887	Poland [POL]	FIXED
4881888	Poland [POL]	FIXED
4881889	Poland [POL]	FIXED
48823070	Poland [POL]	FIXED
48825400	Poland [POL]	FIXED
48825401	Poland [POL]	FIXED
48825406	Poland [POL]	FIXED
48825408	Poland [POL]	FIXED
48825409	Poland [POL]	FIXED
48825411	Poland [POL]	FIXED
48825421	Poland [POL]	FIXED
48825422	Poland [POL]	FIXED
48825423	Poland [POL]	FIXED
48825424	Poland [POL]	FIXED
48825425	Poland [POL]	FIXED
48825426	Poland [POL]	FIXED
48825431	Poland [POL]	FIXED
48825456	Poland [POL]	FIXED
48825457	Poland [POL]	FIXED
48825458	Poland [POL]	FIXED
4882549	Poland [POL]	FIXED
4882560	Poland [POL]	FIXED
4882562	Poland [POL]	FIXED
4882563	Poland [POL]	FIXED
4882564	Poland [POL]	FIXED
4882565	Poland [POL]	FIXED
4882566	Poland [POL]	FIXED
4882567	Poland [POL]	FIXED
4882568	Poland [POL]	FIXED
4882569	Poland [POL]	FIXED
48825702	Poland [POL]	FIXED
48825704	Poland [POL]	FIXED
4882571	Poland [POL]	FIXED
4882572	Poland [POL]	FIXED
48825750	Poland [POL]	FIXED
48825751	Poland [POL]	FIXED
48825752	Poland [POL]	FIXED
48825753	Poland [POL]	FIXED
48825754	Poland [POL]	FIXED
48825755	Poland [POL]	FIXED
48825756	Poland [POL]	FIXED
48825757	Poland [POL]	FIXED
48825758	Poland [POL]	FIXED
48825759	Poland [POL]	FIXED
4882576	Poland [POL]	FIXED
4882577	Poland [POL]	FIXED
48825902	Poland [POL]	FIXED
48825921	Poland [POL]	FIXED
48825922	Poland [POL]	FIXED
48826826	Poland [POL]	FIXED
4882801	Poland [POL]	FIXED
4882802	Poland [POL]	FIXED
4882803	Poland [POL]	FIXED
4882804	Poland [POL]	FIXED
4882805	Poland [POL]	FIXED
4882820	Poland [POL]	FIXED
48833070	Poland [POL]	FIXED
4883311	Poland [POL]	FIXED
48833131	Poland [POL]	FIXED
48833132	Poland [POL]	FIXED
48833133	Poland [POL]	FIXED
48833134	Poland [POL]	FIXED
48833135	Poland [POL]	FIXED
48833136	Poland [POL]	FIXED
4883341	Poland [POL]	FIXED
4883342	Poland [POL]	FIXED
48833431	Poland [POL]	FIXED
48833432	Poland [POL]	FIXED
48833433	Poland [POL]	FIXED
48833434	Poland [POL]	FIXED
48833435	Poland [POL]	FIXED
48833436	Poland [POL]	FIXED
48833437	Poland [POL]	FIXED
48833438	Poland [POL]	FIXED
48833439	Poland [POL]	FIXED
4883344	Poland [POL]	FIXED
48833450	Poland [POL]	FIXED
48833451	Poland [POL]	FIXED
48833452	Poland [POL]	FIXED
48833453	Poland [POL]	FIXED
48833454	Poland [POL]	FIXED
48833456	Poland [POL]	FIXED
48833457	Poland [POL]	FIXED
48833458	Poland [POL]	FIXED
48833459	Poland [POL]	FIXED
4883350	Poland [POL]	FIXED
48833511	Poland [POL]	FIXED
48833512	Poland [POL]	FIXED
48833513	Poland [POL]	FIXED
48833514	Poland [POL]	FIXED
48833515	Poland [POL]	FIXED
48833517	Poland [POL]	FIXED
48833518	Poland [POL]	FIXED
48833519	Poland [POL]	FIXED
4883352	Poland [POL]	FIXED
48833530	Poland [POL]	FIXED
48833531	Poland [POL]	FIXED
48833532	Poland [POL]	FIXED
48833533	Poland [POL]	FIXED
48833534	Poland [POL]	FIXED
48833535	Poland [POL]	FIXED
48833539	Poland [POL]	FIXED
48833540	Poland [POL]	FIXED
48833541	Poland [POL]	FIXED
48833542	Poland [POL]	FIXED
48833543	Poland [POL]	FIXED
48833544	Poland [POL]	FIXED
48833545	Poland [POL]	FIXED
48833546	Poland [POL]	FIXED
48833547	Poland [POL]	FIXED
48833548	Poland [POL]	FIXED
48833549	Poland [POL]	FIXED
4883355	Poland [POL]	FIXED
48833560	Poland [POL]	FIXED
48833561	Poland [POL]	FIXED
48833562	Poland [POL]	FIXED
48833564	Poland [POL]	FIXED
48833565	Poland [POL]	FIXED
48833567	Poland [POL]	FIXED
48833569	Poland [POL]	FIXED
48833570	Poland [POL]	FIXED
48833571	Poland [POL]	FIXED
48833572	Poland [POL]	FIXED
48833573	Poland [POL]	FIXED
48833575	Poland [POL]	FIXED
48833576	Poland [POL]	FIXED
48833578	Poland [POL]	FIXED
48833579	Poland [POL]	FIXED
48833580	Poland [POL]	FIXED
48833581	Poland [POL]	FIXED
48833582	Poland [POL]	FIXED
48833587	Poland [POL]	FIXED
48833588	Poland [POL]	FIXED
48833597	Poland [POL]	FIXED
48833589	Poland [POL]	FIXED
48833590	Poland [POL]	FIXED
48833591	Poland [POL]	FIXED
48833598	Poland [POL]	FIXED
48833599	Poland [POL]	FIXED
4883371	Poland [POL]	FIXED
48833720	Poland [POL]	FIXED
48833721	Poland [POL]	FIXED
48833722	Poland [POL]	FIXED
48833723	Poland [POL]	FIXED
48833726	Poland [POL]	FIXED
48833729	Poland [POL]	FIXED
48833730	Poland [POL]	FIXED
48833731	Poland [POL]	FIXED
48833732	Poland [POL]	FIXED
48833733	Poland [POL]	FIXED
4883375	Poland [POL]	FIXED
48833761	Poland [POL]	FIXED
48833762	Poland [POL]	FIXED
48833763	Poland [POL]	FIXED
48833764	Poland [POL]	FIXED
48833765	Poland [POL]	FIXED
48833766	Poland [POL]	FIXED
48833767	Poland [POL]	FIXED
48833768	Poland [POL]	FIXED
48833769	Poland [POL]	FIXED
48833771	Poland [POL]	FIXED
48833772	Poland [POL]	FIXED
48833773	Poland [POL]	FIXED
48833774	Poland [POL]	FIXED
48833775	Poland [POL]	FIXED
48833777	Poland [POL]	FIXED
48833778	Poland [POL]	FIXED
48833781	Poland [POL]	FIXED
48833782	Poland [POL]	FIXED
48833783	Poland [POL]	FIXED
48833784	Poland [POL]	FIXED
48833788	Poland [POL]	FIXED
48833791	Poland [POL]	FIXED
48833792	Poland [POL]	FIXED
48833793	Poland [POL]	FIXED
48833794	Poland [POL]	FIXED
48833795	Poland [POL]	FIXED
48833796	Poland [POL]	FIXED
48833798	Poland [POL]	FIXED
48833799	Poland [POL]	FIXED
48834101	Poland [POL]	FIXED
48834102	Poland [POL]	FIXED
48834103	Poland [POL]	FIXED
48834104	Poland [POL]	FIXED
48834105	Poland [POL]	FIXED
48834106	Poland [POL]	FIXED
48834107	Poland [POL]	FIXED
48834108	Poland [POL]	FIXED
48834111	Poland [POL]	FIXED
48834112	Poland [POL]	FIXED
48834131	Poland [POL]	FIXED
48834132	Poland [POL]	FIXED
48834133	Poland [POL]	FIXED
48834134	Poland [POL]	FIXED
48834138	Poland [POL]	FIXED
48834141	Poland [POL]	FIXED
48834142	Poland [POL]	FIXED
48834143	Poland [POL]	FIXED
48834144	Poland [POL]	FIXED
48834145	Poland [POL]	FIXED
4883419	Poland [POL]	FIXED
4883801	Poland [POL]	FIXED
4883802	Poland [POL]	FIXED
4883803	Poland [POL]	FIXED
4884530	Poland [POL]	FIXED
4883804	Poland [POL]	FIXED
4883805	Poland [POL]	FIXED
48843070	Poland [POL]	FIXED
4884531	Poland [POL]	FIXED
4884532	Poland [POL]	FIXED
4884533	Poland [POL]	FIXED
48845341	Poland [POL]	FIXED
48845342	Poland [POL]	FIXED
48845343	Poland [POL]	FIXED
48845351	Poland [POL]	FIXED
48845354	Poland [POL]	FIXED
48845355	Poland [POL]	FIXED
48845359	Poland [POL]	FIXED
48845370	Poland [POL]	FIXED
48845371	Poland [POL]	FIXED
48845372	Poland [POL]	FIXED
48845373	Poland [POL]	FIXED
48845374	Poland [POL]	FIXED
48845375	Poland [POL]	FIXED
4884538	Poland [POL]	FIXED
4884539	Poland [POL]	FIXED
48845411	Poland [POL]	FIXED
48845412	Poland [POL]	FIXED
48845413	Poland [POL]	FIXED
48845414	Poland [POL]	FIXED
4884542	Poland [POL]	FIXED
4884543	Poland [POL]	FIXED
4884600	Poland [POL]	FIXED
4884611	Poland [POL]	FIXED
48846150	Poland [POL]	FIXED
48846151	Poland [POL]	FIXED
48846152	Poland [POL]	FIXED
48846153	Poland [POL]	FIXED
48846154	Poland [POL]	FIXED
4884616	Poland [POL]	FIXED
4884618	Poland [POL]	FIXED
48846212	Poland [POL]	FIXED
48846213	Poland [POL]	FIXED
48846214	Poland [POL]	FIXED
48846215	Poland [POL]	FIXED
4884627	Poland [POL]	FIXED
48846310	Poland [POL]	FIXED
48846311	Poland [POL]	FIXED
48846312	Poland [POL]	FIXED
48846313	Poland [POL]	FIXED
48846314	Poland [POL]	FIXED
48846315	Poland [POL]	FIXED
48846316	Poland [POL]	FIXED
48846351	Poland [POL]	FIXED
48846352	Poland [POL]	FIXED
4884638	Poland [POL]	FIXED
4884639	Poland [POL]	FIXED
4884641	Poland [POL]	FIXED
4884643	Poland [POL]	FIXED
48846451	Poland [POL]	FIXED
48846461	Poland [POL]	FIXED
48846471	Poland [POL]	FIXED
48846472	Poland [POL]	FIXED
48846491	Poland [POL]	FIXED
48846492	Poland [POL]	FIXED
48846493	Poland [POL]	FIXED
48846494	Poland [POL]	FIXED
48846495	Poland [POL]	FIXED
48846496	Poland [POL]	FIXED
48846497	Poland [POL]	FIXED
48846498	Poland [POL]	FIXED
48846499	Poland [POL]	FIXED
4884651	Poland [POL]	FIXED
48846530	Poland [POL]	FIXED
48846531	Poland [POL]	FIXED
48846532	Poland [POL]	FIXED
4884657	Poland [POL]	FIXED
4884660	Poland [POL]	FIXED
4884661	Poland [POL]	FIXED
48846624	Poland [POL]	FIXED
48846630	Poland [POL]	FIXED
48846631	Poland [POL]	FIXED
48846632	Poland [POL]	FIXED
48846633	Poland [POL]	FIXED
48846634	Poland [POL]	FIXED
4884664	Poland [POL]	FIXED
4884665	Poland [POL]	FIXED
4884666	Poland [POL]	FIXED
48846674	Poland [POL]	FIXED
48846712	Poland [POL]	FIXED
48846713	Poland [POL]	FIXED
48846714	Poland [POL]	FIXED
48846771	Poland [POL]	FIXED
48846772	Poland [POL]	FIXED
48846773	Poland [POL]	FIXED
48846774	Poland [POL]	FIXED
48846775	Poland [POL]	FIXED
48846776	Poland [POL]	FIXED
48846777	Poland [POL]	FIXED
48846778	Poland [POL]	FIXED
48846779	Poland [POL]	FIXED
48846800	Poland [POL]	FIXED
48846806	Poland [POL]	FIXED
48846807	Poland [POL]	FIXED
48846808	Poland [POL]	FIXED
48846809	Poland [POL]	FIXED
48846810	Poland [POL]	FIXED
48846811	Poland [POL]	FIXED
48846818	Poland [POL]	FIXED
48846819	Poland [POL]	FIXED
48846820	Poland [POL]	FIXED
48846821	Poland [POL]	FIXED
48846822	Poland [POL]	FIXED
48846823	Poland [POL]	FIXED
48846826	Poland [POL]	FIXED
4884683	Poland [POL]	FIXED
48846840	Poland [POL]	FIXED
48846841	Poland [POL]	FIXED
48846842	Poland [POL]	FIXED
4884685	Poland [POL]	FIXED
4884686	Poland [POL]	FIXED
4884687	Poland [POL]	FIXED
48846880	Poland [POL]	FIXED
48846881	Poland [POL]	FIXED
48846882	Poland [POL]	FIXED
48846883	Poland [POL]	FIXED
48846884	Poland [POL]	FIXED
48846885	Poland [POL]	FIXED
48846886	Poland [POL]	FIXED
4884689	Poland [POL]	FIXED
48846910	Poland [POL]	FIXED
48846911	Poland [POL]	FIXED
48846918	Poland [POL]	FIXED
48846919	Poland [POL]	FIXED
48846940	Poland [POL]	FIXED
48846941	Poland [POL]	FIXED
48846950	Poland [POL]	FIXED
48846951	Poland [POL]	FIXED
48846960	Poland [POL]	FIXED
48846961	Poland [POL]	FIXED
48846962	Poland [POL]	FIXED
48846963	Poland [POL]	FIXED
48846964	Poland [POL]	FIXED
48846965	Poland [POL]	FIXED
48846966	Poland [POL]	FIXED
48846967	Poland [POL]	FIXED
48846968	Poland [POL]	FIXED
48846970	Poland [POL]	FIXED
48846971	Poland [POL]	FIXED
48846972	Poland [POL]	FIXED
48846973	Poland [POL]	FIXED
48846974	Poland [POL]	FIXED
48846975	Poland [POL]	FIXED
48846980	Poland [POL]	FIXED
48846981	Poland [POL]	FIXED
48846990	Poland [POL]	FIXED
48846991	Poland [POL]	FIXED
4884801	Poland [POL]	FIXED
4884802	Poland [POL]	FIXED
4884803	Poland [POL]	FIXED
4884804	Poland [POL]	FIXED
4884805	Poland [POL]	FIXED
48853070	Poland [POL]	FIXED
48853076	Poland [POL]	FIXED
48853077	Poland [POL]	FIXED
48853078	Poland [POL]	FIXED
48853079	Poland [POL]	FIXED
4885650	Poland [POL]	FIXED
4885651	Poland [POL]	FIXED
4885652	Poland [POL]	FIXED
4885653	Poland [POL]	FIXED
4885654	Poland [POL]	FIXED
4885655	Poland [POL]	FIXED
4885656	Poland [POL]	FIXED
4885657	Poland [POL]	FIXED
4885661	Poland [POL]	FIXED
4885662	Poland [POL]	FIXED
4885663	Poland [POL]	FIXED
4885664	Poland [POL]	FIXED
4885665	Poland [POL]	FIXED
48856665	Poland [POL]	FIXED
48856666	Poland [POL]	FIXED
48856701	Poland [POL]	FIXED
48856711	Poland [POL]	FIXED
48856712	Poland [POL]	FIXED
48856713	Poland [POL]	FIXED
48856714	Poland [POL]	FIXED
48856723	Poland [POL]	FIXED
48856731	Poland [POL]	FIXED
48856732	Poland [POL]	FIXED
4885674	Poland [POL]	FIXED
48856733	Poland [POL]	FIXED
48856734	Poland [POL]	FIXED
48856735	Poland [POL]	FIXED
4885675	Poland [POL]	FIXED
4885676	Poland [POL]	FIXED
4885677	Poland [POL]	FIXED
4885678	Poland [POL]	FIXED
48856790	Poland [POL]	FIXED
48856791	Poland [POL]	FIXED
48856792	Poland [POL]	FIXED
48856793	Poland [POL]	FIXED
48856794	Poland [POL]	FIXED
48856795	Poland [POL]	FIXED
48856797	Poland [POL]	FIXED
48856798	Poland [POL]	FIXED
48856799	Poland [POL]	FIXED
4885681	Poland [POL]	FIXED
4885682	Poland [POL]	FIXED
4885683	Poland [POL]	FIXED
4885684	Poland [POL]	FIXED
4885685	Poland [POL]	FIXED
4885686	Poland [POL]	FIXED
48856882	Poland [POL]	FIXED
48856884	Poland [POL]	FIXED
48856885	Poland [POL]	FIXED
48856886	Poland [POL]	FIXED
488571	Poland [POL]	FIXED
4885721	Poland [POL]	FIXED
4885722	Poland [POL]	FIXED
4885727	Poland [POL]	FIXED
